|description|coarse_grained_pos|fine_grained_pos
2034| Young man , with a black backpack , walking on a city street .|ADJ NOUN PUNCT ADP DET ADJ NOUN PUNCT VERB ADP DET NOUN NOUN PUNCT|JJ NN , IN DT JJ NN , VBG IN DT NN NN .
2035| A girl in pink runs away from a wave coming onto the shore .|DET NOUN ADP ADJ NOUN ADV ADP DET NOUN VERB ADP DET NOUN PUNCT|DT NN IN JJ NNS RB IN DT NN VBG IN DT NN .
2036| A young man in a blue poncho smoking a cigarette .|DET ADJ NOUN ADP DET ADJ NOUN VERB DET NOUN PUNCT|DT JJ NN IN DT JJ NN VBG DT NN .
2037| Gray dog with muzzle and with the ,  8 yellow striped identification is running .|ADJ NOUN ADP NOUN CCONJ ADP DET PUNCT SPACE NUM ADJ VERB NOUN AUX VERB PUNCT|JJ NN IN NN CC IN DT , _SP CD JJ VBN NN VBZ VBG .
2038| A lot of shirtless and messy men are playing a game .|DET NOUN ADP NOUN CCONJ ADJ NOUN AUX VERB DET NOUN PUNCT|DT NN IN NN CC JJ NNS VBP VBG DT NN .
2039| A black woman making something .|DET ADJ NOUN VERB PRON PUNCT|DT JJ NN VBG NN .
2040| A man with a camera smiles through some reeds .|DET NOUN ADP DET NOUN NOUN ADP DET NOUN PUNCT|DT NN IN DT NN NNS IN DT NNS .
2041| Two men wearing eyeglasses standing together .|NUM NOUN VERB NOUN VERB ADV PUNCT|CD NNS VBG NNS VBG RB .
2042| A group of martial arts students wearing black uniforms practicing hand to hand .|DET NOUN ADP ADJ NOUN NOUN VERB ADJ NOUN VERB NOUN ADP NOUN PUNCT|DT NN IN JJ NNS NNS VBG JJ NNS VBG NN IN NN .
2043| A man is giving a presentation .|DET NOUN AUX VERB DET NOUN PUNCT|DT NN VBZ VBG DT NN .
2044| A group of children stand together , playing various colors of tambourine .|DET NOUN ADP NOUN VERB ADV PUNCT VERB ADJ NOUN ADP NOUN PUNCT|DT NN IN NNS VBP RB , VBG JJ NNS IN NN .
2045|" A young girl plays with a """" Thomas the Tank Engine """" train set at a store ."|DET ADJ NOUN VERB ADP DET PUNCT PUNCT PROPN DET PROPN PROPN PUNCT PUNCT NOUN NOUN ADP DET NOUN PUNCT|DT JJ NN VBZ IN DT `` `` NNP DT NNP NNP `` `` NN NN IN DT NN .
2046| 3 men playing soccer with a yellow ball .|NUM NOUN VERB NOUN ADP DET ADJ NOUN PUNCT|CD NNS VBG NN IN DT JJ NN .
2047| People are walking around a picnic area that is covered in snow .|NOUN AUX VERB ADP DET NOUN NOUN PRON AUX VERB ADP NOUN PUNCT|NNS VBP VBG IN DT NN NN WDT VBZ VBN IN NN .
2048| A little boy with a blue shirt on sitting on the ground playing with legos .|DET ADJ NOUN ADP DET ADJ NOUN ADP VERB ADP DET NOUN VERB ADP NOUN PUNCT|DT JJ NN IN DT JJ NN IN VBG IN DT NN VBG IN NNS .
2049| A group of people are walking through a canyon .|DET NOUN ADP NOUN AUX VERB ADP DET NOUN PUNCT|DT NN IN NNS VBP VBG IN DT NN .
2050| A man wearing bathing trunks and a black cape is lurching forward at an angle .|DET NOUN VERB VERB NOUN CCONJ DET ADJ NOUN AUX VERB ADV ADP DET NOUN PUNCT|DT NN VBG VBG NNS CC DT JJ NN VBZ VBG RB IN DT NN .
2051| Man in illuminate jacket with headphones on looking .|NOUN ADP NOUN NOUN ADP NOUN ADP VERB PUNCT|NN IN NN NN IN NNS IN VBG .
2052| Man in Scottish garb playing the bagpipes on a rainy day on the sidewalk .|NOUN ADP ADJ NOUN VERB DET NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT|NN IN JJ NN VBG DT NNS IN DT JJ NN IN DT NN .
2053| A group of women playing poker .|DET NOUN ADP NOUN VERB NOUN PUNCT|DT NN IN NNS VBG NN .
2054| Two competitive cyclists ride through a corridor .|NUM ADJ NOUN VERB ADP DET NOUN PUNCT|CD JJ NNS VBP IN DT NN .
2055| An older woman with blond-hair rides a bicycle down the street .|DET ADJ NOUN ADP ADJ NOUN VERB DET NOUN ADP DET NOUN PUNCT|DT JJR NN IN JJ NN VBZ DT NN IN DT NN .
2056| A little girl in a red flowered dress with a tennis racket .|DET ADJ NOUN ADP DET ADJ VERB NOUN ADP DET NOUN NOUN PUNCT|DT JJ NN IN DT JJ VBN NN IN DT NN NN .
2057| Two dogs are trying to grab a ball .|NUM NOUN AUX VERB PART VERB DET NOUN PUNCT|CD NNS VBP VBG TO VB DT NN .
2058| Two little boys in yellow shirts are walking in grass and looking behind them .|NUM ADJ NOUN ADP ADJ NOUN AUX VERB ADP NOUN CCONJ VERB ADP PRON PUNCT|CD JJ NNS IN JJ NNS VBP VBG IN NN CC VBG IN PRP .
2059| A person stands in a snowy area looking down .|DET NOUN VERB ADP DET ADJ NOUN VERB ADP PUNCT|DT NN VBZ IN DT JJ NN VBG RP .
2060| Men in pants and coats walk up a steep and narrow road .|NOUN ADP NOUN CCONJ NOUN VERB ADP DET ADJ CCONJ ADJ NOUN PUNCT|NNS IN NNS CC NNS VBP IN DT JJ CC JJ NN .
2061| 2 women and 2 girls crossing the road|NUM NOUN CCONJ NUM NOUN VERB DET NOUN|CD NNS CC CD NNS VBG DT NN
2062| Six people , four male and two female , hanging out in a living room .|NUM NOUN PUNCT NUM ADJ CCONJ NUM ADJ PUNCT VERB ADP ADP DET NOUN NOUN PUNCT|CD NNS , CD JJ CC CD JJ , VBG RP IN DT NN NN .
2063| Four men leaning over a green fence and smiling .|NUM NOUN VERB ADP DET ADJ NOUN CCONJ NOUN PUNCT|CD NNS VBG IN DT JJ NN CC NN .
2064| A woman in a swimming competition comes up for air .|DET NOUN ADP DET NOUN NOUN VERB ADP ADP NOUN PUNCT|DT NN IN DT NN NN VBZ RP IN NN .
2065| A group of people with colorful clothing walking down the street playing homemade instruments .|DET NOUN ADP NOUN ADP ADJ NOUN VERB ADP DET NOUN VERB ADJ NOUN PUNCT|DT NN IN NNS IN JJ NN VBG IN DT NN VBG JJ NNS .
2066| Yellow barriers are lined up and men are walking on both sides of them .|ADJ NOUN AUX VERB ADP CCONJ NOUN AUX VERB ADP DET NOUN ADP PRON PUNCT|JJ NNS VBP VBN RP CC NNS VBP VBG IN DT NNS IN PRP .
2067| A thin man rolls a metal ball on his arm while several people watch .|DET ADJ NOUN VERB DET NOUN NOUN ADP PRON NOUN SCONJ ADJ NOUN VERB PUNCT|DT JJ NN VBZ DT NN NN IN PRP$ NN IN JJ NNS VBP .
2068| A man is rock climbing under a large cliff .|DET NOUN AUX NOUN VERB ADP DET ADJ NOUN PUNCT|DT NN VBZ NN VBG IN DT JJ NN .
2069| three young woman jumping into the air to catch a ball .|NUM ADJ NOUN VERB ADP DET NOUN PART VERB DET NOUN PUNCT|CD JJ NN VBG IN DT NN TO VB DT NN .
2070| A young boy wearing blue is standing next to a large red ball in a field .|DET ADJ NOUN VERB ADJ AUX VERB ADV ADP DET ADJ ADJ NOUN ADP DET NOUN PUNCT|DT JJ NN VBG JJ VBZ VBG RB IN DT JJ JJ NN IN DT NN .
2071| A musician on the curb side displaying his talent publicly .|DET NOUN ADP DET NOUN NOUN VERB PRON NOUN ADV PUNCT|DT NN IN DT NN NN VBG PRP$ NN RB .
2072| A woman prepares food to sell in a marketplace|DET NOUN VERB NOUN PART VERB ADP DET NOUN|DT NN VBZ NN TO VB IN DT NN
2073| Four men are standing near a bread stand outside while one of them takes a bite .|NUM NOUN AUX VERB ADP DET NOUN VERB ADV SCONJ NUM ADP PRON VERB DET NOUN PUNCT|CD NNS VBP VBG IN DT NN VB RB IN CD IN PRP VBZ DT NN .
2074| Men and women shopping for food and working .|NOUN CCONJ NOUN VERB ADP NOUN CCONJ NOUN PUNCT|NNS CC NNS VBG IN NN CC NN .
2075| Two women overlooking a scenic gorge .|NUM NOUN VERB DET ADJ NOUN PUNCT|CD NNS VBG DT JJ NN .
2076| A woman sings a song while playing piano .|DET NOUN VERB DET NOUN SCONJ VERB NOUN PUNCT|DT NN VBZ DT NN IN VBG NN .
2077| A man wearing glasses is sitting at the table and checking his i-phone .|DET NOUN VERB NOUN AUX VERB ADP DET NOUN CCONJ VERB PRON PRON NOUN PUNCT|DT NN VBG NNS VBZ VBG IN DT NN CC VBG PRP$ PRP NN .
2078| A worker washers the side of a train with a brush .|DET NOUN NOUN DET NOUN ADP DET NOUN ADP DET NOUN PUNCT|DT NN NNS DT NN IN DT NN IN DT NN .
2079| A man and woman sitting near the street .|DET NOUN CCONJ NOUN VERB ADP DET NOUN PUNCT|DT NN CC NN VBG IN DT NN .
2080| A man cleaning the top of a roof .|DET NOUN VERB DET NOUN ADP DET NOUN PUNCT|DT NN VBG DT NN IN DT NN .
2081| A woman in formal riding gear riding her horse on the beach .|DET NOUN ADP ADJ NOUN NOUN VERB PRON NOUN ADP DET NOUN PUNCT|DT NN IN JJ NN NN VBG PRP$ NN IN DT NN .
2082| A man in glasses is standing and a girl is crouching outside .|DET NOUN ADP NOUN AUX VERB CCONJ DET NOUN AUX VERB ADV PUNCT|DT NN IN NNS VBZ VBG CC DT NN VBZ VBG RB .
2083| Caucasian man in a hard hat holds power drill in front of the American flag .|ADJ NOUN ADP DET ADJ NOUN VERB NOUN NOUN ADP NOUN ADP DET ADJ NOUN PUNCT|JJ NN IN DT JJ NN VBZ NN NN IN NN IN DT JJ NN .
2084| People sit and walk outside near the water .|NOUN VERB CCONJ VERB ADV ADP DET NOUN PUNCT|NNS VBP CC VB RB IN DT NN .
2085| A skier wearing purple is taking a break and is looking at a piece of paper .|DET NOUN VERB NOUN AUX VERB DET NOUN CCONJ AUX VERB ADP DET NOUN ADP NOUN PUNCT|DT NN VBG NN VBZ VBG DT NN CC VBZ VBG IN DT NN IN NN .
2086| A small red and white race car is competing during a race .|DET ADJ ADJ CCONJ ADJ NOUN NOUN AUX VERB ADP DET NOUN PUNCT|DT JJ JJ CC JJ NN NN VBZ VBG IN DT NN .
2087| Little girls strapped into harnesses ready to jump up in the air .|ADJ NOUN VERB ADP NOUN ADJ PART VERB ADP ADP DET NOUN PUNCT|JJ NNS VBN IN NNS JJ TO VB RP IN DT NN .
2088| A boy takes a jump on his skateboard while another boy with a skateboard watches .|DET NOUN VERB DET NOUN ADP PRON NOUN SCONJ DET NOUN ADP DET NOUN NOUN PUNCT|DT NN VBZ DT NN IN PRP$ NN IN DT NN IN DT NN NNS .
2089| A skateboarder jumps his board down a flight of stairs .|DET NOUN VERB PRON NOUN ADP DET NOUN ADP NOUN PUNCT|DT NN VBZ PRP$ NN IN DT NN IN NNS .
2090| An elderly man and child in front of a fire|DET ADJ NOUN CCONJ NOUN ADP NOUN ADP DET NOUN|DT JJ NN CC NN IN NN IN DT NN
2091| A man in sunglasses walking down a street carrying three cases of beer .|DET NOUN ADP NOUN VERB ADP DET NOUN VERB NUM NOUN ADP NOUN PUNCT|DT NN IN NNS VBG IN DT NN VBG CD NNS IN NN .
2092| Asian man drinking at a booth in a restaurant .|ADJ NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT|JJ NN VBG IN DT NN IN DT NN .
2093| Two young boys , wearing just underwear , climb around a vehicle .|NUM ADJ NOUN PUNCT VERB ADV NOUN PUNCT VERB ADP DET NOUN PUNCT|CD JJ NNS , VBG RB NN , VB IN DT NN .
2094| A girl wearing a green shirt rides her bicycle in front of an apartment building .|DET NOUN VERB DET ADJ NOUN VERB PRON NOUN ADP NOUN ADP DET NOUN NOUN PUNCT|DT NN VBG DT JJ NN VBZ PRP$ NN IN NN IN DT NN NN .
2095| A young woman is sitting deep in thought while enjoying a drink from a coffee shoppe .|DET ADJ NOUN AUX VERB ADV ADP NOUN SCONJ VERB DET NOUN ADP DET NOUN NOUN PUNCT|DT JJ NN VBZ VBG RB IN NN IN VBG DT NN IN DT NN NNS .
2096| Young people playing in the water .|ADJ NOUN VERB ADP DET NOUN PUNCT|JJ NNS VBG IN DT NN .
2097| A woman showing a long-haired , large black pedigree dog at a dog show .|DET NOUN VERB DET ADJ ADJ PUNCT ADJ ADJ NOUN NOUN ADP DET NOUN NOUN PUNCT|DT NN VBG DT JJ JJ , JJ JJ NN NN IN DT NN NN .
2098| A man is standing in water thinking about something .|DET NOUN AUX VERB ADP NOUN VERB ADP PRON PUNCT|DT NN VBZ VBG IN NN VBG IN NN .
2099| A homely looking woman is doing a dance .|DET ADV VERB NOUN AUX VERB DET NOUN PUNCT|DT RB VBG NN VBZ VBG DT NN .
2100| Family sitting down in a field of grass while others walk by .|NOUN VERB ADP ADP DET NOUN ADP NOUN SCONJ NOUN VERB ADV PUNCT|NN VBG RP IN DT NN IN NN IN NNS VBP RB .
2101| A man in a furry white coat plays guitar while another man sings through a microphone .|DET NOUN ADP DET ADJ ADJ NOUN VERB PROPN SCONJ DET NOUN VERB ADP DET NOUN PUNCT|DT NN IN DT JJ JJ NN VBZ NNP IN DT NN VBZ IN DT NN .
2102| Snowboarder on a pink board flying through the air .|NOUN ADP DET ADJ NOUN VERB ADP DET NOUN PUNCT|NN IN DT JJ NN VBG IN DT NN .
2103| Two women are shoveling dirt in a yard by a fence .|NUM NOUN AUX VERB NOUN ADP DET NOUN ADP DET NOUN PUNCT|CD NNS VBP VBG NN IN DT NN IN DT NN .
2104| A man in a blue shirt rides a unicycle on the street .|DET NOUN ADP DET ADJ NOUN VERB DET NOUN ADP DET NOUN PUNCT|DT NN IN DT JJ NN VBZ DT NN IN DT NN .
2105| A person , wearing a white shirt , is bowling at a bowling alley .|DET NOUN PUNCT VERB DET ADJ NOUN PUNCT AUX VERB ADP DET NOUN NOUN PUNCT|DT NN , VBG DT JJ NN , VBZ VBG IN DT NN NN .
2106| A man in blue is caught right after releasing the bowling ball .|DET NOUN ADP PROPN AUX VERB ADV ADP VERB DET NOUN NOUN PUNCT|DT NN IN NNP VBZ VBN RB IN VBG DT NN NN .
2107| Two boys jumping on a trampoline .|NUM NOUN VERB ADP DET NOUN PUNCT|CD NNS VBG IN DT NN .
2108| A child in an orange sweatshirt holds up a sandal and smiles .|DET NOUN ADP DET NOUN NOUN VERB ADP DET NOUN CCONJ NOUN PUNCT|DT NN IN DT NN NN VBZ RP DT NN CC NNS .
2109| A man in a blue shirt walks holding a young boy 's hand outside in a garden .|DET NOUN ADP DET ADJ NOUN VERB VERB DET ADJ NOUN PART NOUN ADV ADP DET NOUN PUNCT|DT NN IN DT JJ NN VBZ VBG DT JJ NN POS NN RB IN DT NN .
2110| A person in a white shirt jumping into a lake midair .|DET NOUN ADP DET ADJ NOUN VERB ADP DET NOUN NOUN PUNCT|DT NN IN DT JJ NN VBG IN DT NN NN .
2111| A man with many tattoos and piercings swallows a sword .|DET NOUN ADP ADJ NOUN CCONJ NOUN VERB DET NOUN PUNCT|DT NN IN JJ NNS CC NNS VBZ DT NN .
2112| An elderly woman pushing a cart past a movie advertisement outside .|DET ADJ NOUN VERB DET NOUN ADP DET NOUN NOUN ADV PUNCT|DT JJ NN VBG DT NN IN DT NN NN RB .
2113| The ballet dancers perform on stage .|DET NOUN NOUN VERB ADP NOUN PUNCT|DT NN NNS VBP IN NN .
2114| Two ladies are reading through binders .|NUM NOUN AUX VERB ADP NOUN PUNCT|CD NNS VBP VBG IN NNS .
2115| A black Mitsubishi is driving through a muddy puddle and spraying water .|DET ADJ PROPN AUX VERB ADP DET ADJ NOUN CCONJ VERB NOUN PUNCT|DT JJ NNP VBZ VBG IN DT JJ NN CC VBG NN .
2116| Women manually turns a vintage Singer sewing machine .|NOUN ADV VERB DET ADJ PROPN NOUN NOUN PUNCT|NNS RB VBZ DT JJ NNP NN NN .
2117| A woman jumping in a field on a sunny day .|DET NOUN VERB ADP DET NOUN ADP DET ADJ NOUN PUNCT|DT NN VBG IN DT NN IN DT JJ NN .
2118| Bikers ride down a busy rural street .|NOUN VERB ADP DET ADJ ADJ NOUN PUNCT|NNS VBP IN DT JJ JJ NN .
2119| A man riding a cart pulled by a donkey .|DET NOUN VERB DET NOUN VERB ADP DET NOUN PUNCT|DT NN VBG DT NN VBN IN DT NN .
2120| Two women , a man reading a red shirt and two children washing a baby doll .|NUM NOUN PUNCT DET NOUN VERB DET ADJ NOUN CCONJ NUM NOUN VERB DET NOUN NOUN PUNCT|CD NNS , DT NN VBG DT JJ NN CC CD NNS VBG DT NN NN .
2121| A man wearing bathing trunks is parasailing in the water .|DET NOUN VERB NOUN NOUN AUX VERB ADP DET NOUN PUNCT|DT NN VBG NN NNS VBZ VBG IN DT NN .
2122| Three oriental girls sit under a red canopy .|NUM ADJ NOUN VERB ADP DET ADJ NOUN PUNCT|CD JJ NNS VBP IN DT JJ NN .
2123| Employees of a bagel shop making bagels .|NOUN ADP DET NOUN NOUN VERB NOUN PUNCT|NNS IN DT NN NN VBG NNS .
2124| Rock climber scaling a straight up and down rock with crack in middle .|NOUN NOUN VERB DET ADJ ADV CCONJ ADP NOUN ADP NOUN ADP NOUN PUNCT|NN NN VBG DT JJ RB CC IN NN IN NN IN NN .
2125| An infant wearing a hat , holding an apple in his right hand .|DET NOUN VERB DET NOUN PUNCT VERB DET NOUN ADP PRON ADJ NOUN PUNCT|DT NN VBG DT NN , VBG DT NN IN PRP$ JJ NN .
2126| A man in a woman sit on a motorcycle on a busy street at night .|DET NOUN ADP DET NOUN VERB ADP DET NOUN ADP DET ADJ NOUN ADP NOUN PUNCT|DT NN IN DT NN VB IN DT NN IN DT JJ NN IN NN .
2127| A group of people are standing on a broken bridge by a river .|DET NOUN ADP NOUN AUX VERB ADP DET ADJ NOUN ADP DET NOUN PUNCT|DT NN IN NNS VBP VBG IN DT JJ NN IN DT NN .
2128| Two dogs running on grass .|NUM NOUN VERB ADP NOUN PUNCT|CD NNS VBG IN NN .
2129| A man stands giving a speech on a stage .|DET NOUN VERB VERB DET NOUN ADP DET NOUN PUNCT|DT NN VBZ VBG DT NN IN DT NN .
2130| A man in a red shirt walks past a store with a huge rocking chair .|DET NOUN ADP DET ADJ NOUN VERB ADP DET NOUN ADP DET ADJ VERB NOUN PUNCT|DT NN IN DT JJ NN VBZ IN DT NN IN DT JJ VBG NN .
2131| Group of horse riders travel through the woods .|PROPN ADP NOUN NOUN VERB ADP DET NOUN PUNCT|NNP IN NN NNS VBP IN DT NNS .
2132| Large group of asian people relax on a sidewalk .|ADJ NOUN ADP ADJ NOUN VERB ADP DET NOUN PUNCT|JJ NN IN JJ NNS VBP IN DT NN .
2133| A person in a gray hoodie sitting on a latter .|DET NOUN ADP DET ADJ NOUN VERB ADP DET ADJ PUNCT|DT NN IN DT JJ NN VBG IN DT JJ .
2134| A woman is running with a bunch of children in what appears to be a race .|DET NOUN AUX VERB ADP DET NOUN ADP NOUN ADP PRON VERB PART AUX DET NOUN PUNCT|DT NN VBZ VBG IN DT NN IN NNS IN WP VBZ TO VB DT NN .
2135| A group of boys in the mountains smile and make peace signs for the camera .|DET NOUN ADP NOUN ADP DET NOUN VERB CCONJ VERB NOUN NOUN ADP DET NOUN PUNCT|DT NN IN NNS IN DT NNS VBP CC VB NN NNS IN DT NN .
2136| A young boy in a blue fleece walk on a path toward a bridge .|DET ADJ NOUN ADP DET ADJ NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT|DT JJ NN IN DT JJ NN VB IN DT NN IN DT NN .
2137| A young child selling iced tea .|DET ADJ NOUN VERB ADJ NOUN PUNCT|DT JJ NN VBG JJ NN .
2138| A few people are standing outside a building where it is snowing a lot .|DET ADJ NOUN AUX VERB ADP DET NOUN SCONJ PRON AUX VERB DET NOUN PUNCT|DT JJ NNS VBP VBG IN DT NN WRB PRP VBZ VBG DT NN .
2139| Woman in blue shirt and blue jeans at a barbecue|NOUN ADP ADJ NOUN CCONJ ADJ NOUN ADP DET NOUN|NN IN JJ NN CC JJ NNS IN DT NN
2140| A young kid is looking at a picture that someone drew in the wall .|DET ADJ NOUN AUX VERB ADP DET NOUN PRON PRON VERB ADP DET NOUN PUNCT|DT JJ NN VBZ VBG IN DT NN WDT NN VBD IN DT NN .
2141| A brown dog , holding a stick .|DET ADJ NOUN PUNCT VERB DET NOUN PUNCT|DT JJ NN , VBG DT NN .
2142| A man in a plaid suit playing guitar with a woman and another man .|DET NOUN ADP DET NOUN NOUN VERB NOUN ADP DET NOUN CCONJ DET NOUN PUNCT|DT NN IN DT NN NN VBG NN IN DT NN CC DT NN .
2143| a muzzled greyhound dog is running around a track|DET ADJ NOUN NOUN AUX VERB ADP DET NOUN|DT JJ NN NN VBZ VBG IN DT NN
2144| A man prepares to drill a hole in a pumpkin .|DET NOUN VERB PART VERB DET NOUN ADP DET NOUN PUNCT|DT NN VBZ TO VB DT NN IN DT NN .
2145| A woman in black pants crosses a busy sidewalk in front of a gentlemen 's club .|DET NOUN ADP ADJ NOUN VERB DET ADJ NOUN ADP NOUN ADP DET NOUN PART NOUN PUNCT|DT NN IN JJ NNS VBZ DT JJ NN IN NN IN DT NNS POS NN .
2146| A middle-aged light brown-haired woman in brown shirt fixing her hair .|DET ADJ ADJ ADJ ADJ ADJ NOUN ADP ADJ NOUN VERB PRON NOUN PUNCT|DT JJ JJ JJ JJ JJ NN IN JJ NN VBG PRP$ NN .
2147| Two young girls are building wooden toys at a table .|NUM ADJ NOUN AUX VERB ADJ NOUN ADP DET NOUN PUNCT|CD JJ NNS VBP VBG JJ NNS IN DT NN .
2148| A man with a cowboy hat and blue shirt on is cooking in a festival tent .|DET NOUN ADP DET NOUN NOUN CCONJ ADJ NOUN ADP AUX VERB ADP DET NOUN NOUN PUNCT|DT NN IN DT NN NN CC JJ NN IN VBZ VBG IN DT NN NN .
2149| Seven people wearing winter clothes are seated in a bus .|NUM NOUN VERB NOUN NOUN AUX VERB ADP DET NOUN PUNCT|CD NNS VBG NN NNS VBP VBN IN DT NN .
2150| A woman walking near a fast food restaurant .|DET NOUN VERB ADP DET ADJ NOUN NOUN PUNCT|DT NN VBG IN DT JJ NN NN .
2151| The girl in the pink top is dancing with a man dressed in a blues brothers suit .|DET NOUN ADP DET ADJ NOUN AUX VERB ADP DET NOUN VERB ADP DET NOUN NOUN NOUN PUNCT|DT NN IN DT JJ NN VBZ VBG IN DT NN VBN IN DT NNS NNS NN .
2152| A wet child enjoys the summer .|DET ADJ NOUN VERB DET NOUN PUNCT|DT JJ NN VBZ DT NN .
2153| A man is carving a melon .|DET NOUN AUX VERB DET NOUN PUNCT|DT NN VBZ VBG DT NN .
2154| The little girl is sleeping while hugging her blue bag .|DET ADJ NOUN AUX VERB SCONJ VERB PRON ADJ NOUN PUNCT|DT JJ NN VBZ VBG IN VBG PRP$ JJ NN .
2155| A firefighter is taking off his mask .|DET NOUN AUX VERB ADP PRON NOUN PUNCT|DT NN VBZ VBG RP PRP$ NN .
2156| A black dog is pawing a dog toy .|DET ADJ NOUN AUX VERB DET NOUN NOUN PUNCT|DT JJ NN VBZ VBG DT NN NN .
2157| The people are sitting and mingling near the tent .|DET NOUN AUX VERB CCONJ VERB ADP DET NOUN PUNCT|DT NNS VBP VBG CC VBG IN DT NN .
2158| A group of people sit at a table that has food and drinks on it .|DET NOUN ADP NOUN VERB ADP DET NOUN PRON VERB NOUN CCONJ VERB ADP PRON PUNCT|DT NN IN NNS VBP IN DT NN WDT VBZ NN CC VBZ IN PRP .
2159| Two people walking cautiously through the road .|NUM NOUN VERB ADV ADP DET NOUN PUNCT|CD NNS VBG RB IN DT NN .
2160| A man dressed in a colorful costume walking in a giant wheel in front of a crowd .|DET NOUN VERB ADP DET ADJ NOUN VERB ADP DET ADJ NOUN ADP NOUN ADP DET NOUN PUNCT|DT NN VBN IN DT JJ NN VBG IN DT JJ NN IN NN IN DT NN .
2161| An African-American man in a black sweatshirt and tan pants is sitting outside with drumsticks and buckets .|DET ADJ ADJ NOUN ADP DET ADJ NOUN CCONJ PROPN NOUN AUX VERB ADV ADP NOUN CCONJ NOUN PUNCT|DT JJ JJ NN IN DT JJ NN CC NNP NNS VBZ VBG RB IN NNS CC NNS .
2162| A dog rolling in the grass .|DET NOUN VERB ADP DET NOUN PUNCT|DT NN VBG IN DT NN .
2163| An older white man in a black cowboy hat sings into a microphone .|DET ADJ ADJ NOUN ADP DET ADJ NOUN NOUN VERB ADP DET NOUN PUNCT|DT JJR JJ NN IN DT JJ NN NN VBZ IN DT NN .
2164| A man is shaving another man 's beard .|DET NOUN AUX VERB DET NOUN PART NOUN PUNCT|DT NN VBZ VBG DT NN POS NN .
2165| The three girls are jumping and dancing on the colorful lawn .|DET NUM NOUN AUX VERB CCONJ VERB ADP DET ADJ NOUN PUNCT|DT CD NNS VBP VBG CC VBG IN DT JJ NN .
2166| A young boy with a race tag on his shirt .|DET ADJ NOUN ADP DET NOUN NOUN ADP PRON NOUN PUNCT|DT JJ NN IN DT NN NN IN PRP$ NN .
2167| A man plays the drums with a serious expression .|DET NOUN VERB DET NOUN ADP DET ADJ NOUN PUNCT|DT NN VBZ DT NNS IN DT JJ NN .
2168| A man rows a canoe through wooded waters .|DET NOUN VERB DET NOUN ADP VERB NOUN PUNCT|DT NN VBZ DT NN IN VBN NNS .
2169| A man gives a speech at a Pop ! Tech event .|DET NOUN VERB DET NOUN ADP DET NOUN PUNCT NOUN NOUN PUNCT|DT NN VBZ DT NN IN DT NN . NN NN .
2170| Two children play in an inflatable pool .|NUM NOUN VERB ADP DET ADJ NOUN PUNCT|CD NNS VBP IN DT JJ NN .
2171| A dog leaps in the snow to catch a ball .|DET NOUN NOUN ADP DET NOUN PART VERB DET NOUN PUNCT|DT NN NNS IN DT NN TO VB DT NN .
2172| A man and woman who are trying to sell flowers .|DET NOUN CCONJ NOUN PRON AUX VERB PART VERB NOUN PUNCT|DT NN CC NN WP VBP VBG TO VB NNS .
2173| The journey is temporarily delayed by mechanical malfunctions .|DET NOUN AUX ADV VERB ADP ADJ NOUN PUNCT|DT NN VBZ RB VBN IN JJ NNS .
2174| A robed woman stands in a village market .|DET ADJ NOUN VERB ADP DET NOUN NOUN PUNCT|DT JJ NN VBZ IN DT NN NN .
2175| Man with gray hair and a white shirt kneels amid bikes .|NOUN ADP ADJ NOUN CCONJ DET ADJ NOUN NOUN ADP NOUN PUNCT|NN IN JJ NN CC DT JJ NN NNS IN NNS .
2176| A man is jumping into the surf .|DET NOUN AUX VERB ADP DET NOUN PUNCT|DT NN VBZ VBG IN DT NN .
2177| A yellow race car is driving through water on the race course .|DET ADJ NOUN NOUN AUX VERB ADP NOUN ADP DET NOUN NOUN PUNCT|DT JJ NN NN VBZ VBG IN NN IN DT NN NN .
2178| A woman with straight blond-hair talks on a cellphone outside .|DET NOUN ADP ADJ ADJ NOUN NOUN ADP DET NOUN ADV PUNCT|DT NN IN JJ JJ NN NNS IN DT NN RB .
2179| boy pushing wagon with two pumpkins in it|INTJ VERB NOUN ADP NUM NOUN ADP PRON|UH VBG NN IN CD NNS IN PRP
2180| A young boy in velcro shoes and a blue sweatshirt hangs in a harness at a pier .|DET ADJ NOUN ADP NOUN NOUN CCONJ DET ADJ NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT|DT JJ NN IN NN NNS CC DT JJ NN VBZ IN DT NN IN DT NN .
2181| a couple of dogs running through the water with trees in the background|DET NOUN ADP NOUN VERB ADP DET NOUN ADP NOUN ADP DET NOUN|DT NN IN NNS VBG IN DT NN IN NNS IN DT NN
2182| A man on a bridge holds a blue object over the rail .|DET NOUN ADP DET NOUN VERB DET ADJ NOUN ADP DET NOUN PUNCT|DT NN IN DT NN VBZ DT JJ NN IN DT NN .
2183| A man in a striped shirt reading .|DET NOUN ADP DET ADJ NOUN NOUN PUNCT|DT NN IN DT JJ NN NN .
2184| A blond-haired girl and boy play video games indoors .|DET ADJ ADJ NOUN CCONJ NOUN VERB NOUN NOUN NOUN PUNCT|DT JJ JJ NN CC NN VB NN NNS NNS .
