|description|black_index
6527|A man in black and a man in green walk down through central park in new york .|3
6528|A man in a blue shirt and black pants strolls by an irish pub .|7
6529|A bald man with glasses and a black shirt is sitting outside looking at a menu .|7
6530|One biker wearing a black helmet riding on a dirt hill .|4
6531|A large black and tan dog is running across the snow in a wooded area .|2
6532|A woman in white and a man in black , with an earring , are kissing .|8
6533|A surfer in a black wetsuit rides a wave .|4
6534|twins in black shirts are having a confrontation .|2
6535|a fit , white man wearing a sleeveless tank top , black jogging shorts , and orange shoes running on the sidewalk next to a river .|11
6536|Four black men , taking a break by a SUV .|1
6537|A man and two women are opening a black door .|8
6538|Man with a white T-shirt and black rimmed glasses cooking a pot of food on the stove .|6
6539|a hotel concierge with a top hat and black coat greets at the front door of a building .|8
6540|A man in black shorts is jumping off planks of wood .|3
6541|A man wearing a black hat and shirt loads up a pair of mules|4
6542|Cheerleaders , wearing blue shirts and black shorts , dancing in a gym .|6
6543|A person wearing a yellow shirt is holding a big black video camera .|10
6544|A black and white dog is running through the water while holding something red in its mouth .|1
6545|A black man in chest deep , muddy water is holding a net above his head .|1
6546|A man in black clothing looks at music with a tuba beside him .|3
6547|A black and a white dog are running on the grass .|1
6548|A man in a green shirt and black shorts has jumped into the air and is about to throw a red and white ball .|7
6549|A young woman in a black coat and gray scarf holds a blue shopping basket and reads a book called Filosofie .|5
6550|A man wearing a black shirt and goggles is running along the street|4
6551|A man and a woman wearing black wool coats .|6
6552|A person with a yellow and black striped snowboard jumps on the snowy hill .|6
6553|A woman holding a black purse is leaning with her elbow on the seat of a bicycle .|4
6554|A black , brown , and tan dog jumps at the camera .|1
6555|A white dog bites at a black dog .|6
6556|A man in a black hat and shorts adjusting a mesh tent outdoors .|4
6557|A man in a black shirt is standing outside the Museum Campus with an excited expression on his face .|4
6558|A man in a black shirt staring into the distance .|4
6559|a person wearing a black and pink outfit and hat riding atop a unicycle down the street .|4
6560|A young woman in a black skirt and boots walks by stores .|5
6561|A bike racer in red speeds ahead of a black car .|9
6562|An Asian woman with black hair is holding a toddler that is looking at the camera .|4
6563|A girl with black hair and a green shirt has taken several bites from a fresh green apple .|3
6564|A man laying down black material on the street .|4
6565|A black woman waring a yellow smock in an office .|1
6566|A man in a red shirt and brown shorts and a black cap is sitting near a river with a fishing rod in the water .|11
6567|A woman in a black two piece bathing costume is playing on a giant teeter totter .|4
6568|A man in black pants climbing a rock wall .|3
6569|An older black women wearing a straw hat and striped dress sits on periwinkle bench whilst grasping her cranberry-colored coat .|2
6570|A person in a black top and bicycle helmet gestures while sitting on a bike .|4
6571|Two small black dogs facing each other with their mouths open .|2
6572|A kid in an orange shirt with black symbols is jumping in a space walk .|7
6573|Two men , one in black and white and one in red , are playing beach volleyball .|5
6574|Two white dogs with black spots jumping through the grass .|4
6575|A man dressed in black is bowling in an attempt to knock down the last pin at a bowling alley .|4
6576|A white dog with black spots runs through a field covered in snow .|4
6577|A black and white dog is jumping over a hurdle .|1
6578|A woman in a blue shirt and black workout pants practicing martial arts in front of a house .|7
6579|A woman wearing a scarf around her head and black boots is walking down a brick path .|9
6580|A dog climbs down a black ramp|5
6581|Four ballerinas wearing a black sleeveless shirt , gray skirt , and white pantyhose are standing on their toes while lifting their arms .|4
6582|A band wearing black clothing holding guitars and a violin while they perform for a crowd .|3
6583|Two black dogs are playing tug-of-war with an orange toy .|1
6584|The black and white dog is swimming in the river .|1
6585|A woman wearing a black shirt smiles as she blow dries her hair .|4
6586|A man dressed in black playing the trumpet .|4
6587|A woman wearing a blue , black , and white two piece bathing suit is sitting outside with a cup in her hand with some other people .|6
6588|A young woman packs belongings into a black suitcase .|7
6589|A woman with a black vest pointing at an image being projected on a screen .|4
6590|A black and white dog jumping in the snow .|1
6591|A man in a black shirt and white pants swinging a baseball bat , with a baseball team and spectators in the background .|4
6592|A man with a latex glove and black t-shit is standing in front of a Chevy van .|7
6593|A black and tan dog walking through the snow .|1
6594|A man in a black baseball cap and necklace is sitting down with a keyboard on his lap .|4
6595|Small black and brown dog playing with a red ball in the grass .|1
6596|a black dog with a blue tag running on a beach|1
6597|A man with a black hat and glasses playing the guitar .|4
6598|a boy in a black t-shirt and blue jeans is pushing a toy three wheeler around a small pool .|4
6599|A man in a black leather coat with a 1950s hairstyle is playing a guitar and singing on stage .|4
6600|A person wearing a blue shirt , gray pants , and black shoes is laying on the ground next to a crutch .|11
6601|A black dog and a white dog run across a field behind a house .|1
6602|The black dog is gliding down through the snow .|1
6603|There is a man with a white shirt and black pants with nunchaku standing in front of a red curtain .|9
6604|A man , wearing black jeans and a gray shirt , stands in the front of a classroom writing on a chalkboard .|4
6605|An old man in shorts and white spotted black socks sits outside playing an accordion .|8
6606|A woman in black pants crosses a busy sidewalk in front of a gentlemen 's club .|3
6607|A little boy in black shorts and no shirt is holding on to handles as he flies down a rope .|4
6608|Two black and white homeless men smoking and sitting outside next to a building .|1
6609|A man wearing glasses with a white shirt and black shorts is sitting beside a road .|9
6610|a black man exercising his religious freedom .|1
6611|A man in a black shirt playing guitar in a band .|4
6612|a little girl in a blue flower dress and black boots walking on the sidewalk .|9
6613|A boy in black is sitting on a wall near the beach .|3
6614|A small black and brown long-haired dog prepares to catch a red ball in the grass .|2
6615|Two hockey players , one in white and one in black , line up for the face-off .|10
6616|A man in a Speedo and a blond woman in a black and white bikini walk on a crowded beach .|11
6617|A black man is on a bridge .|1
6618|A white poodle and 2 black poodles are playing on the grass .|5
6619|One person wearing a black hooded sweatshirt is running away from a fire while someone else is close by behind him .|4
6620|A man with a black shirt hanging up laundry .|4
6621|The little girl with a bib is looking at the man with a black shirt .|13
6622|A young man in black is snowboarding during a heavy snowfall .|4
6623|young boy in black shirt sits on mothers shoulders|3
6624|A lady with short hair wearing a black jacket leaned against a lamp post outside a building .|7
6625|A electrician fixing or replacing lights in a office building wearing jeans and a black shirt .|14
6626|A man in a black shirt stands next to a tent .|4
6627|Two young women in black pants and white shirts sit on an electrical box and talk .|4
6628|A small boy wearing a helmet and dressed in black , swings a blue bat in tee ball .|9
6629|Gentlemen wearing a white shirt and black vest sitting at a desk .|6
6630|An old man with a beige hat playing on his black accordion .|10
6631|Two men , wearing black shirts , are playing the drums in a very urban area .|4
6632|A dark-haired woman in a black shirt is looking at a silver machine .|5
6633|A little boy in blue and white flower shorts holding a yellow and black football while standing in the water .|13
6634|A woman dressed in a black shirt with purple bikini bottoms is playing volleyball in a fenced in area .|5
6635|A young girl in a red dress is wearing a black cowboy hat .|10
6636|A black dog holding a small branch .|1
6637|A brown and white dog playing with black dog .|7
6638|A woman wearing a black shirt browses through a book at a store .|4
6639|A black dog is running on the grass with a pink purse in its mouth .|1
6640|A person dressed in a black shirt and a person dressed in a blue shirt are standing on a mound of sand .|5
6641|Two men in red shirts are standing with a man in a black shirt .|12
6642|Two men wearing black shirts are sitting behind their own colorful drum sets .|3
6643|A man in a blue shirt and black pants walks next to a Glacier vending machine .|7
6644|A young woman walks past two young people dressed in hip black outfits .|11
6645|A man holding a baby who is holding black glasses .|8
6646|The brown dog sees a black dog laying in the dry grass .|5
6647|A monkey is climbing on a black tube .|6
6648|A man wearing a black jacket is playing guitar .|4
6649|A girl in a black mini skirt riding a red bicycle on the street .|4
6650|A teenager with black hair wearing a light pink dress shirt looks over his shoulder as two people lay down beside him .|3
6651|Blond girl with a white and black feather boa and gray t-shirt dancing in crowd of young people .|6
6652|A man wearing a red and black bike suit is riding his bike .|6
6653|A lady in a long black dress is standing in a room with tables and chairs holding her arms behind her back .|5
6654|A black and gray bucking bronco is attempting to buck off a cowboy at the rodeo .|1
6655|The blond-haired woman is holding a black umbrella .|6
6656|A man wearing black swimming shorts and goggles comes out of the swimming pool while others look on .|3
6657|A black dog running in a backyard|1
6658|A dark-skinned man wearing glasses , a black shirt with the number 4 walking outside .|7
6659|A white and black dog runs on the grass .|3
6660|A black dog is jumping through some water , while holding a stick in his mouth .|1
6661|A man in a black uniform and white hat works in a food service , and pours sauce over food with a ladle .|4
6662|A man in a maroon sweatshirt holding two large black duffel bags with an older man in the background walking with a cane on the street .|9
6663|A crew with cameras and a woman in a black dress surround a gray van .|9
6664|A man in black talking to a woman on the street .|3
6665|A man in a black wetsuit is surfing with a green surfboard .|4
6666|A man in a black shirt looks on with a grin while standing in front of two trays holding glasses with a yellow liquid .|4
6667|A man wearing a black jacket and hat is walking and holding a cigarette .|4
6668|A man in a black helmet and a man in a white helmet are riding small motorcycles past a man in a white shirt on a narrow city street .|4
6669|A man in a black shirt is playing bowling where the pins are replaced with spray paint cans and there is a graffiti filled wall in the background .|4
6670|A person in a black jacket is jumping through the air on a bike .|4
6671|Small black dog biting on a person 's finger .|1
6672|A man in a black T-shirt playing the guitar .|4
6673|A teen boy , with a black shirt , and blue jeans , performs a BMX trick .|6
6674|A black dog and a white dog are standing on snow .|1
6675|A man wearing a white shirt , black pants , a tie and glasses is standing in a bedroom|7
6676|A black dog lays on a grassy lawn covered in leaves .|1
6677|A man with black hair who is wearing a gray jacket is working on a craft .|3
6678|A man wearing a black coat is walking by an advertisement for men 's cologne .|4
6679|A man and a woman both wearing black bathing suits jump into a body of water .|7
6680|A man wearing a black sleeveless shirt doing construction work .|4
6681|A marching band wearing blue and black dances on the street .|6
6682|A boy wearing all black is sliding down a blow up yellow slide .|4
6683|The person with the black hat is eating some noodles with chopsticks out of a bowl .|4
6684|A man wearing a black cap and white shirt rowing a boat on open water .|4
6685|A man in black gloves takes meat in a roasting pan out of the oven .|3
6686|Two children , one wearing purple , the other black , ride a single bike on the pavement .|9
6687|A man in a black hat is standing with a group of people inside a stadium .|4
6688|A young black man wearing a dark leather jacket and gloves is standing on a lit stage , looking down .|2
6689|An athlete dressed in white stands next to a young girl wearing a black shirt .|13
6690|A black and brown dog runs through the snow next to some trees .|1
6691|A group of people holding their hands in the air , shouting , with a black banner in front of them .|15
6692|A redheaded woman standing next to a man in a black jacket with a wine bottle .|10
6693|An intersection where many people are crossing the street that has black and white striped poles .|11
6694|A woman in a black shirt with cooking utensils smiling .|4
6695|A man with a black coat carrying a pro Israel protest sign .|4
6696|A black man is playing a brass instrument in a park .|1
6697|A dark-haired woman in a black and red bikini and sunglasses is playing volleyball under a cloudy sky .|5
6698|A man in a blue shirt and black pants relaxes with his glasses resting on his forehead .|7
6699|A black and brown dog plays with a long stick .|1
6700|Twome women in black jumpsuits throw objects in the air in sync .|3
6701|A man with a black tank top and a woman with a bikini top dance while twirling batons on fire .|4
6702|A couple of workers on the grass with black tubing laying on the ground .|8
6703|Person in a yellow shirt and black shorts stretching on a bridge .|6
6704|A man in a black jacket is walking his small dog in a quaint neighborhood .|4
6705|A cheerleading squad clad in black shirts and gold shorts perform a pyramid maneuver inside a gymnasium .|5
6706|A surfer in a black surfing suit in motion .|4
6707|A row of bikers wearing red and black .|7
6708|A woman in a white t-shirt and black jeans demonstrates how to hula hoop to a crowd of bystanders in a city park .|7
6709|A young man in a black hat and white t-shirt is suspended in their air on his skateboard .|5
6710|A couple of peace corp workers are helping a black kid dig .|9
6711|The boy in the black hat balanced his body on one hand .|4
6712|Four kids are climbing on a fake black bear .|7
6713|A black man is holding a cookie sheet with some food on it in front of a professional oven .|1
6714|A boy with a yellow shirt and black pants welding something .|7
6715|A blond woman in a black dress is conversing with a woman who is wearing a red tie .|5
6716|A man in a gray shirt juggles six black and white balls .|8
6717|A black dog and a brown dog are playing rough on green grass .|1
6718|A man with dark glasses , a black jacket , and a white and red horizontally-striped shirt pointing at something while standing on a sidewalk .|7
6719|A balding man in a black shirt at a dinner table .|5
6720|A black and white dog is running towards the viewer .|1
6721|A lady sitting down and someone with black shorts and shoes|7
6722|A black dog jumping and playing in the snow near a chain link fence .|1
6723|A performer wearing a dark red and black patterned jacket is performing on a kazoo while someone plays the keyboard in the dark and misty background .|7
6724|A black dog with red collar sticks his head in the water .|1
6725|A black Greyhound running in an open field .|1
6726|A muzzled greyhound dog wearing yellow and black is running on the track .|7
6727|Two men in black shirts are fighting over a waffle .|3
6728|"Young boy with a black "" ADHD "" t-shirt nodding off"|4
6729|A man in black leather pants is holding something in his hand over the water , while standing on a bridge .|3
6730|man in black walking up a sidewalk .|2
6731|A man wearing a black shirt , khaki shorts and white tennis shoes is holding an object .|4
6732|A grocer wearing a black and white apron stands in front of his display case in a market .|4
6733|A man in a black coat is sitting on a piece of furniture in an Ikea store .|4
6734|A black dog with a red collar sitting in the sand .|1
6735|A man with black hair walking along the beach in gray pants .|3
6736|A man in a blue striped shirt has a black backpack on with another man in a green shirt .|9
6737|A man demonstrating how high his black dog can jump .|6
6738|A black and white dog is running along side a small brown or white dog in the grass .|1
6739|A player at bat with a red helmet on and a girl wearing a black and red uniform behind a fence .|14
6740|A man in a black hat and a blue jacket is holding a hammer .|4
6741|A young women with long brown hair , plays a black guitar , left handed .|10
6742|A man dressed in black is surfing on a large blue wave .|4
6743|Two football teams are playing on a field when one of the players in black is tackled by the opposing team in orange and white .|14
6744|A man in a black shirt enjoys his living room .|4
6745|A man with a black backpack kneels over a stack of posters .|4
6746|Two males , one white and one black , singing and playing the guitar .|7
6747|Child with black glasses and a blue polo shirt .|2
6748|A black man is crying at the podium at the national baseball hall of fame .|1
6749|A man in a black ball cap skateboarding down a metal railing .|4
6750|A man in black and yellow on a horse is talking to a person wearing red .|3
6751|An older Asian woman folds a black piece a cloth on a blue ironing board .|6
6752|A brown and black dog jumps for a red ball .|3
6753|Two black dogs wrestle on the green grass .|1
6754|A small white and black dog is running through a blue netted course while people watch .|4
6755|A woman with black hair with purple streaks in it takes a bite while her companion in a red shirt looks on .|3
6756|A black male uses a metal edge grinder to grind down a metal rod , creating sparks .|1
6757|A young man dressed in black dress clothes lies down with his head resting in the lap of an older man in plain clothes .|5
6758|A dark-haired child wearing a maroon shirt and black pants holds three small birds in his hands .|8
6759|A man in a black shirt is holding a child wearing sunglasses .|4
6760|Two men are riding horses , one horse is brown and one is black .|13
6761|The brown and black dog is jumping up to catch a red ball .|3
6762|A man in a red shirt standing next to a woman in a black shirt with a car in the background .|13
6763|a dog wearing a black collar is standing open mouthed in the snow .|4
6764|A girl in a black sweatshirt pours a bit of liquid into a small glass .|4
6765|Two men , one in a gray t-shirt and one in a black shirt with sleeves rolled up , are drinking in a bar .|12
6766|A brown-haired man with glasses is wearing a black suit , blue shirt , and pink striped tie while walking down the street .|8
6767|A woman wearing black sunglasses stands outside of a building .|3
6768|Four people wearing black leotards dancing on a beach .|3
6769|A little kid in black playing in a fountain .|4
6770|A young women holding a black and white puppy .|5
6771|A man dressed all in black performs a trick on a rail while wearing inline skates .|5
6772|A man in a black cowboy hat loads something onto a horse .|4
6773|Two performers wearing black slacks and strumming their guitars are sitting on foldout chairs and entertaining people in public .|3
6774|Two women in black dance in club .|3
6775|A ballerina wearing pink shoes , black tights and a gray dress strikes a pose in front of a building with large columns .|6
6776|Two girls one in a gray dress the other in a black striped dress are playing with hula hoops .|11
6777|A man in a black helmet and white jersey is paddling along high waves .|4
6778|Two men in black bulletproof vests watch something taking place to the right of the picture .|3
6779|A woman wearing a bright , flowery dress and a black top is sitting on the ground next to a building .|10
6780|A young woman with a black purse sits on a wooden bench .|5
6781|A woman riding a horse wearing a blue shirt and cap , white slacks and black boots .|15
6782|A black puppy chewing on an adult brown dog .|1
6783|A person wakeboards on a bright yellow board wearing pink shirts a white vest and black helmet .|15
6784|A woman in a red top and black shorts is pole vaulting .|7
6785|Three women in black coats talk and laugh in an art gallery .|3
6786|Two men in black clothing posing for a picture by a colorful building .|3
6787|An old weathered , bearded man wearing all black , riding a beautiful white donkey on white rocks .|8
6788|A man in a tuxedo and a woman in a black dress are dancing .|10
6789|Blurry view of a woman in black shirt on the phone in her office .|6
6790|A man in a blue shirt and a dark cap is playing a black guitar on a street corner .|13
6791|A woman in a brown coat and black slacks is standing in front of a store window looking down .|7
6792|A black woman at a pizza restaurant .|1
6793|A man dressed in a checkered shirt and black pants performs an aerial stunt on a bicycle .|8
6794|A woman in all black going into a subway during nighttime .|4
6795|A brown dog and a black dog are standing against each other in some grass|5
6796|A black dog has just jumped into a swimming pool .|1
6797|Little girl kicks black object at karate class .|3
6798|A girl , in a black shirt and hot pink pants , is about to hit a tennis ball on the court .|5
6799|A woman wearing black and gray clothing is holding a baby wearing a holiday themed jacket and an adult chef 's hat .|3
6800|A group of people wearing black shirts and one in a white shirt watching another person sitting on the ground in front of them .|5
6801|A man in a black suit singing into a microphone on a stage .|4
6802|Children climbing on rocks , one of them is a blond boy in a black t-shirt .|14
6803|A black and white dog stands on its hind legs .|1
6804|A hand poking out of a black sweater sleeve is mixing an egg into a flour well with a fork .|6
6805|The building is covered with red & black graffiti .|7
6806|A woman with a black shirt laughs with some police officers .|4
6807|A black and tan dog in the snow|1
6808|Everyone in this picture is wearing black .|6
6809|A man in a white tank top , bandanna and black pants does a handstand on the ground in front of a crowd of people .|10
6810|a man in a headscarf and a black jacket holding something|7
6811|Two little girls , one in a black and green dress and one in a white dress , both walk hand-in-hand down a path surrounded by greenery .|7
6812|A man dressed in black wearing odd headgear swings a staff .|4
6813|a woman wearing a black tank top revealing a large fairy tattoo .|4
6814|A black and brown dog is playing on the ice at the edge of a lake .|1
6815|A lady wearing a short black dress addresses a crowd of young people from a stage .|5
6816|A woman in a black shirt is hugging a man .|4
6817|"A man in a black and blue checkered hooded sweater is looking at a Levi 's advertisement that says , "" We Are All Workers . """|4
6818|A black and white dog runs in some leaves .|1
6819|Two brown and black dogs are jumping a fence .|3
6820|A man in a black hat and a woman in a white helmet are riding a motorcycle on the street .|4
6821|A man in a black leather jacket falls asleep on public transportation .|4
6822|Two people , one with a black jacket and one with a blue headscarf , are walking along a desert-like area .|6
6823|A man in a black coat walks past a red spaceship with a parking ticket stuck to its window .|4
6824|A muscular black man dancing in short shorts .|2
6825|Several people stand in a forest area while a man in a black shirt sits in the distance .|12
6826|Man in black carrying tattered cloth .|2
6827|A young woman smiles wearing a flowered skirt , a black top , and blue flip-flops .|10
6828|A man in a black suit surfs on a wave .|4
6829|A woman in a black shirt gives a presentation while projecting slides onto a screen .|4
6830|A man with black and gray hear with glasses lies down next to a young boy while both are smiling at each other .|3
6831|A bartender in a black shirt is juggling bottles of liquor that have flames coming out of the tops .|4
6832|A man in a black shirt is working on a building .|4
6833|A brown and black dog are fighting on snow .|3
6834|A man in a gray hat and tank top with black shorts doing a handstand .|10
6835|A black dog and its reflection are seen near a pond ringed by dry foliage .|1
6836|A woman in a black shirt and jeans , with a red sweater tied around her shoulders , crochets while seated on a chair outdoors .|4
6837|A young black woman wearing a white tennis dress , white visor and white tennis shoes is swinging a racquet while playing a game of tennis .|2
6838|A male conducting a KitchenAid class dressed in a black chef 's jacket .|9
6839|A black and brown dog is chewing on a large stick .|1
6840|Two men are riding on a wooden vehicle pulled by two donkeys : one black and one gray .|14
6841|A woman in white jeans , and man in black shorts look opposite ways near a stand .|9
6842|A man in a black t-shirt and jeans prepares to throw a dart at an outdoor event , while other men look on in the background .|4
6843|A man wearing a red and black robe sitting on a diving board .|6
6844|A man in jeans and a black shirt waits at a park bench .|6
6845|A woman in a black shirt with a white vest is walking down the street in a city .|4
6846|A woman in black in enjoying the cool and refreshing waterfall .|3
6847|A woman wearing black pants , a white shirt , and gardening gloves is pruning some bushes next to grassy area .|3
6848|A black lady wearing boots and a long coat is sitting on a bench inside a subway train with earbuds in her ears .|1
6849|Two gentlemen , one white , one black , sitting behind a reception desk in a building that has granite counters and wood decked walls .|7
6850|A formally dressed man in a black suit and blue tie holding a baby .|6
6851|A woman dressed in black and holding flowers holds hands with a blond woman dressed in white .|4
6852|A barber in a black shirt carefully cutting a young boy 's hair .|4
6853|a man wearing a black jacket walks down a sidewalk in the winter in the city .|4
6854|A man in a gray shirt and black shorts playing tennis .|7
6855|A black and white dog jumping into a swimming pool .|1
6856|A black man wearing a gray jacket speaks into a microphone .|1
6857|One guy , wearing a white shirt and black shorts , is jumping into a bed with another guy sleeping .|8
6858|A small black dog jumping over gates|2
6859|A wet black lab with a red collar is standing in the water .|2
6860|A black dog has its mouth open while leaning to the side .|1
6861|Girl dressed up as a black cat stands next to monitor .|5
6862|Two black dogs jump in a pool .|1
6863|A black race car starts up in front of a crowd of people .|1
6864|A woman wearing a silver shirt and a man in a black jacket are at a club .|11
6865|A black man in a blue suit is talking on a cellphone while smoking .|1
6866|A woman in a black shirt and a girl in an orange shirt are looking at a brochure .|4
6867|Two professional soccer players , one dressed in red top and black shorts , the other in blue top and white shorts , compete for control of ball .|11
6868|A man in a red cap and black shirt roasts small fish over an open grill .|7
6869|A black dog rolling in grass .|1
6870|Two black boys sit in fishing boats with their casting nets .|1
6871|Man in green shirt and black pants is jumping in the laundry room .|5
6872|The black dog waring a red collar is running through the water with a ball in its mouth .|1
6873|A musical performer in a black dress praises her crowd as red lights flash and her band plays .|5
6874|A black and brown dog is running through the woods .|1
6875|A man wearing traditional garb is riding a white and black horse while holding a drum .|10
6876|A man in red and black performing stunts on a bike|5
6877|A woman in a black tank top is using scissors to cut an article of clothing being worn by another woman .|4
6878|A man wearing a blue shirt , black apron , eyeglasses , and a mask is handling food in a tray .|7
6879|A man in a black helmet driving a red ATV .|4
6880|Two men in blue suits carrying black briefcases walk into the entrance of Saint Peter 's Church .|6
6881|Two dogs , one brown and the other black , play in the surf in the shallow ocean water .|8
6882|A black and white dog on an orange leash jumps in a field .|1
6883|White dog with yellow and black ,  8 jacket in front of pack of dogs in race|5
6884|There is a man dressed in black walking past the subway as people are getting off .|6
6885|White man with black and gray hair puts sash over the robe of a white red-haired woman .|3
6886|A man in a black shirt and sunglasses is holding an axe next to a bust of daffy duck .|4
6887|A blond guitarist , dressed all in black , performs .|7
6888|A woman is playing violin in a plaid skirt and black shirt .|10
6889|Two firefighters spray water from a black hose .|6
6890|A game of rug bee between the black and white jersey players .|7
6891|A man wears a black cape in the parking lot of a building that has artwork displayed on the exterior .|4
6892|A man in a black and white suit is juggling rings in the street while spectators are cheering him on .|4
6893|A man and a woman in black business suits are addressing 7 military personnel .|6
6894|A slightly overweight young man , with long black hair and a green sweatshirt , leans back in a chair holding a bottle to his chest .|8
6895|A girl dressed in black jumps in the air while holding the string of a pink balloon .|4
6896|A man in black with a scarf walks down a street .|3
6897|A man in a black suit is standing in front of a wedding party of women .|4
6898|A closeup of a girl with curly black hair smiling .|7
6899|Man in a black shirt walking down a large set of stairs .|3
6900|The tourists are out on the river in Italy , the man in the black and white striped shirt will tell them about the seine .|14
6901|A man in a black shirt is skateboarding around a sunny street .|4
6902|A man in a black t-shirt is mixing something together with his hands in a white container .|4
6903|A black dog and a brown dog with a stick in his mouth are running in the field .|1
6904|Two male clowns , one in a plaid suit and the other in black , performing a musical number in a theater setting .|13
6905|a man in a black shirt is singing into a microphone .|4
6906|A young boy wearing a gray hat , dressed in mostly black , accept for his shoelaces , playing on his skateboard .|11
6907|Boy in a black striped shirt bending over a wooden board .|3
6908|A man in a black shirt is under a fire ball .|4
6909|woman in black and sunglasses standing in road|2
6910|An Asian woman in a bikini top and black skirt holds a popsicle and a set of keys .|8
6911|One man is trailing behind a black bull while the other stands nearby watching .|6
6912|A man in a black shirt is rolling a bowling ball towards a set up of spray paint cans .|4
6913|A red-haired woman wearing black holds purple sticks and yarn which are part of a sewing kit set .|4
6914|A snowshoer wearing a red jacket and black pants descends a snowy slope .|7
6915|A damaged black color car on the street .|2
6916|A white man in the background watches a black man in the foreground playing with a soccer ball on a beach .|8
6917|a man wearing a black outfit holding on to a glowing sword .|4
6918|A choir singing with the soloist out front and the conductor in a black and white dress .|13
6919|Two men in black outfits are sitting at the base of a lamp post .|3
6920|A man in a black t-shirt looking down as he holds a drink .|4
6921|A man in a suit and a woman in a black skirt and boots are waiting at a ticket counter .|10
6922|A black man looking at something located near a manufacture building .|1
6923|One brown and one black dog in grass .|4
6924|A woman in a black and white dress is holding up a protest sign .|4
6925|An Asian man with black rimmed glasses is on a subway with several other people .|4
6926|A woman in a black shirt is sitting on her feet in a wooden chair .|4
6927|A woman in a black shirt and blue jeans is running away .|4
6928|A crew team in matching yellow , black , and white uniforms changes the tire of a yellow , Chevrolet racing car .|7
6929|A woman in a black and red accented outfit is running across a bridge in nature .|4
6930|On garden lawn , black dog is retriving an object .|4
6931|A brown and black puppy stands by a camera .|3
6932|a brown and black dog jumping through a field of long blades of grass|3
6933|A girl in a black dress looks at a cellphone next to a small orange dog .|4
6934|A man in a black shirt crouches next to a dirty unfinished concrete edge while several shovels and other tools lean against a tree nearby .|4
6935|Man in black jacket and baseball cap juggling on a street .|2
6936|A older woman wearing a black dress holding a loaf of bread by a doorway .|5
6937|Girl in a black and red shirt is standing up with a pole in her hand surrounded by people .|3
6938|A man in a black shirt is talking into a microphone .|4
6939|A cute female gymnast , wearing a black and red leotard , dismounts from the gymnastic bars .|7
6940|The black dog in the field has something in its mouth .|1
6941|A group of women sing together while wearing matching black dresses .|9
6942|The black and white dog swims with a brown object in its mouth .|1
6943|A man in a gray tank top and woman in a black tank top walk across a grassy field .|11
6944|A woman with long black hair and a green shirt is standing next to an audience .|4
6945|A man in a black shirt kneads dough in a white tub .|4
6946|A man wearing a blue and black plaid overshirt sells organic fruit to a man in a gray polo shirt .|6
6947|A black and tan dog is carrying a light blue ball near a fence .|1
6948|A black dog holds a frisbee in his mouth while standing in a dark room with two people .|1
6949|5 men dressed in yellow and black suits are standing by a truck .|6
6950|Young girl in pink T-shirt and black leggings tosses blue football in grassy open area .|6
6951|a black dog with a pink collar is following behind a brown dog with across a grassy field .|1
6952|A black dog running in the surf .|1
6953|A boy examines a black telescope .|4
6954|A woman wearing a black shirt with stars on it holding a bag in her hand .|4
6955|A blond-haired woman wearing blue jeans and a black top is holding a camera .|8
6956|A group of people are inside a building and one man with a black bandanna is sitting looking at the camera .|13
6957|A woman in a black leather mini-dress and boots is shopping from a street vendor .|4
6958|A man in a white t-shirt and beige shorts lies asleep on a black sofa .|13
6959|Men with black vests are standing in the back as a woman raises a yellow flag .|2
6960|A group of people wearing black stretch .|5
6961|A man in a uniform with black sunglasses stands behind a man with a red shirt and hat sitting on the ground .|6
6962|A teenage boy dressed in black stands on a snowy street .|5
6963|A boy dressed in red plays soccer while a gentleman in a gray shirt and black pants watches .|15
6964|A man dressed in black walks alone through an empty crosswalk .|4
6965|A group of dancers wearing black spandex are dancing in a studio .|5
6966|A baby sits in a black and white chair and puts its fingers up its nose .|5
6967|A little boy in a black t-shirt plays with a toy NERF gun .|5
6968|A man in a black shirt holding cloth next to a wooded structure as people walk around it .|4
6969|A black dog is running along the beach beside a brown dog in midair catching a stick in its mouth .|1
6970|Two middle-aged women , dressed in black kimonos with printed designs across the bottom of the kimono 's skirt , smiling , while walking in city square .|6
6971|Children wearing red , black , and white karate uniforms in a standing pose on a green mat .|4
6972|Two Asian girls with long black hair are wearing orange signs and standing next to a guy wearing glasses .|5
6973|A caucasian man wearing a short-sleeved black shirt and a dark-skinned woman wearing a sleeveless dress are working at a conveyor .|6
6974|A man in a black shirt and baseball cap is applying filler to a trench in the floor .|4
6975|A man with a black shirt giving another man a tattoo .|4
6976|A man in a black wetsuit on a surfboard .|4
6977|Three people in black shirts sitting in a room with chairs lined against a wall and two tables in the middle of the room .|3
6978|Two black dogs chase each other on grass .|1
6979|Person with a black helmet and vest , with a white undershirt , riding on a motorcycle on the street .|3
6980|A little girl in a dotted dress looks back towards a woman in a black dress .|14
6981|A girl in a black hat with a pink flower on it plays the keyboard .|4
6982|A girl in a bikini , glasses and black hat laying on a white towel on the beach .|8
6983|A woman in a green blouse and black skirt sitting on a bench in front of an elephant model .|7
6984|A man wearing black pants is sitting on a bench holding a stick .|3
6985|A gray bearded man in black clothing riding a horse on a rocky path .|5
6986|A man with a yellow shirt and black hat is on a path in the wilderness .|7
